brand,price,os_name,Processor,RAM Size GB,Storage Size GB,battery_capacity,Dual_Sim,Screen_Size,Refresh_Rate,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,fast_charging_power,4G,5G,Vo5G,NFC,IR_Blaster,Core_Count,Clock_Speed_GHz,Resolution_Width,Resolution_Height,Notch_Type,os_version,rating,b_r,Processor_Category,price_Category,RAM Size GB_Category,Storage Size GB_Category,battery_capacity_Category,fast_charging_power_Category,os_version_Category,Screen_Size_Category,primary_rear_camera_mp_Category,primary_front_camera_mp_Category,Clock_Speed_GHz_Category,Resolution_Width_Category,Resolution_Height_Category,rating_Category
Xiaomi,17990,Android,Dimensity_720,6.0,128.0,5000.0,Yes,6.67,120.0,108.0,3.0,16.0,1.0,Yes,67,Yes,Yes,No,Yes,Yes,8.0,2.4,1080.0,2460.0,Punch Hole,12.0,78.0,Xiaomi,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,29990,Android,Snapdragon_870,8.0,128.0,4600.0,Yes,6.78,120.0,64.0,3.0,50.0,1.0,Yes,66,Yes,Yes,No,Yes,No,8.0,3.2,1080.0,2400.0,Punch Hole,12.0,85.0,Vivo,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,40-60 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,18499,Android,Snapdragon_680,6.0,128.0,5000.0,Yes,6.6,60.0,50.0,1.0,8.0,1.0,Yes,25,Yes,No,No,No,No,8.0,2.4,1080.0,2408.0,Water Drop Notch,12.0,79.0,Samsung,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,16499,Android,Helio_70,6.0,128.0,5000.0,Yes,6.55,60.0,50.0,2.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,720.0,1612.0,Water Drop Notch,12.0,75.0,Vivo,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
POCO,14999,Android,Dimensity_810,6.0,128.0,5000.0,Yes,6.6,90.0,50.0,2.0,16.0,1.0,Yes,33,Yes,Yes,No,No,Yes,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,81.0,Other,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Vivo,35499,Android,Dimensity_8200,8.0,256.0,4600.0,Yes,6.78,120.0,50.0,3.0,50.0,1.0,Yes,66,Yes,Yes,No,Yes,No,8.0,3.1,1080.0,2400.0,Punch Hole,12.0,86.0,Vivo,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,40-60 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OnePlus,60999,Android,Snapdragon_8 Gen1,8.0,128.0,5000.0,Yes,6.7,120.0,50.0,3.0,32.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,2.4,1440.0,3216.0,Punch Hole,12.0,89.0,Other,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Xiaomi,32999,Android,Dimensity_1080,12.0,256.0,4980.0,Yes,6.67,120.0,200.0,3.0,16.0,1.0,No,120,Yes,Yes,No,No,Yes,8.0,2.6,1080.0,2400.0,Punch Hole,12.0,87.0,Xiaomi,dimensity,Premium,8-18 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,15999,Android,Snapdragon_750,4.0,128.0,5000.0,Yes,6.6,120.0,50.0,3.0,8.0,1.0,Yes,25,Yes,Yes,No,Yes,No,8.0,2.2,1080.0,2408.0,Water Drop Notch,12.0,78.0,Samsung,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OPPO,99990,Android,Snapdragon_8,8.0,256.0,5000.0,Yes,7.1,120.0,50.0,1.0,16.0,1.0,Yes,67,Yes,Yes,No,Yes,No,8.0,3.2,1792.0,1920.0,Punch Hole,12.0,80.0,OPPO,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,1440-2460 Width,1480-2160 Height,70-80 rating
OPPO,9499,Android,Helio_35,3.0,64.0,5000.0,Yes,6.56,60.0,8.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1612.0,Water Drop Notch,12.0,62.0,OPPO,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Vivo,27994,Android,Dimensity_920,12.0,256.0,4200.0,Yes,6.44,90.0,64.0,3.0,50.0,2.0,Yes,44,Yes,Yes,No,No,No,8.0,2.5,1080.0,2400.0,Small Notch,12.0,86.0,Vivo,dimensity,Premium,8-18 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,40-60 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
iQOO,13989,Android,Snapdragon_4,4.0,64.0,5000.0,Yes,6.58,120.0,50.0,2.0,8.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.4,1080.0,2408.0,Water Drop Notch,12.0,75.0,Other,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OnePlus,44999,Android,Snapdragon_8,8.0,128.0,4800.0,Yes,6.7,120.0,50.0,3.0,16.0,1.0,Yes,150,Yes,Yes,No,Yes,No,8.0,3.2,1080.0,2412.0,Punch Hole,12.0,85.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,13999,Android,Dimensity_700,6.0,128.0,5000.0,Yes,6.5,90.0,48.0,3.0,8.0,1.0,Yes,18,Yes,Yes,No,No,Yes,8.0,2.2,1080.0,2400.0,Punch Hole,11.0,79.0,Xiaomi,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Gionee,6190,HarmonyOS,Other_310,4.0,32.0,3500.0,Yes,6.26,60.0,13.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,4.0,2.4,720.0,1600.0,Large Notch,2.0,80.0,Other,Other,Budget,1-4 GB,1-32 GB,3000-5000 mAh,0-50W,v1-v5,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Apple,119900,iOS,Bionic_15,6.0,128.0,3095.0,Yes,6.1,120.0,12.0,3.0,12.0,1.0,No,0,Yes,Yes,No,Yes,No,6.0,3.22,1170.0,2532.0,Large Notch,15.0,83.0,Apple,bionic,Luxury,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,8-16 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
OPPO,27660,Android,Snapdragon_6,8.0,128.0,4800.0,Yes,6.58,120.0,64.0,3.0,32.0,1.0,Yes,67,Yes,Yes,No,No,No,8.0,2.2,1080.0,2400.0,Punch Hole,13.0,83.0,OPPO,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,24999,Android,Exynos_1280,6.0,128.0,5000.0,Yes,6.5,90.0,48.0,1.0,13.0,1.0,Yes,33,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,75.0,Samsung,exynos,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,8388,Android,Helio_25,4.0,64.0,5000.0,Yes,6.53,60.0,13.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,11.0,66.0,Xiaomi,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Motorola,15999,Android,Helio_99,6.0,128.0,5000.0,Yes,6.55,120.0,108.0,3.0,16.0,1.0,Yes,33,Yes,No,No,Yes,No,8.0,2.2,1080.0,2400.0,Punch Hole,12.0,83.0,Other,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,20999,Android,Exynos_1330,8.0,128.0,5000.0,Yes,6.6,90.0,50.0,3.0,13.0,1.0,Yes,15,Yes,Yes,No,No,No,8.0,2.4,1080.0,2408.0,Water Drop Notch,13.0,82.0,Samsung,exynos,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme,13999,Android,Dimensity_810,4.0,64.0,5000.0,Yes,6.5,90.0,48.0,3.0,16.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,75.0,Realme,dimensity,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,19990,Android,Snapdragon_695,8.0,128.0,5000.0,Yes,6.58,120.0,50.0,3.0,16.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.2,1080.0,2408.0,Water Drop Notch,12.0,83.0,Vivo,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,13999,Android,Dimensity_700,6.0,128.0,5000.0,Yes,6.5,90.0,50.0,2.0,5.0,1.0,Yes,15,Yes,Yes,No,No,No,8.0,2.2,720.0,1600.0,Water Drop Notch,12.0,75.0,Samsung,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Motorola Edge,22999,Android,Snapdragon_778,6.0,128.0,4020.0,Yes,6.5,144.0,50.0,3.0,32.0,1.0,Yes,33,Yes,Yes,No,Yes,No,8.0,2.5,1080.0,2400.0,Punch Hole,12.0,83.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,22999,Android,Snapdragon_695,6.0,128.0,5000.0,Yes,6.6,120.0,50.0,1.0,8.0,1.0,Yes,25,Yes,Yes,No,No,No,8.0,2.2,1080.0,2408.0,Water Drop Notch,12.0,79.0,Samsung,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OPPO,16999,Android,Dimensity_810,8.0,128.0,5000.0,Yes,6.56,90.0,48.0,2.0,8.0,1.0,Yes,33,Yes,Yes,No,No,No,8.0,2.4,720.0,1612.0,Water Drop Notch,12.0,79.0,OPPO,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Xiaomi,14290,Android,Snapdragon_680,6.0,128.0,5000.0,Yes,6.43,90.0,50.0,1.0,13.0,1.0,Yes,33,Yes,No,No,No,Yes,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,80.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Samsung,41999,Android,Snapdragon_778,8.0,128.0,5000.0,Yes,6.7,120.0,108.0,1.0,32.0,1.0,Yes,25,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,80.0,Samsung,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,13489,Android,Helio_35,4.0,64.0,5000.0,Yes,6.51,60.0,13.0,2.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,11.0,69.0,Vivo,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
OnePlus,22990,Android,Dimensity_8100,8.0,128.0,5000.0,Yes,6.59,120.0,64.0,3.0,16.0,1.0,Yes,0,Yes,Yes,No,Yes,No,8.0,2.85,1080.0,2412.0,Punch Hole,12.0,83.0,Other,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Motorola,16499,Android,Snapdragon_695,8.0,128.0,5000.0,Yes,6.55,120.0,50.0,3.0,16.0,1.0,Yes,0,Yes,Yes,No,No,No,8.0,2.2,1080.0,2400.0,Punch Hole,12.0,84.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Vivo,73999,Android,Snapdragon_8 Gen2,12.0,256.0,4700.0,Yes,6.78,120.0,3.0,1.0,32.0,1.0,Yes,80,Yes,Yes,No,Yes,Yes,8.0,3.2,1440.0,3200.0,Punch Hole,12.0,80.0,Vivo,snapdragon,Flagship,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,2-5 mp,16-40 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,70-80 rating
Realme,9999,Android,Unisoc_612,4.0,64.0,5000.0,Yes,6.5,60.0,50.0,2.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,1.8,720.0,1600.0,Water Drop Notch,12.0,67.0,Realme,unisoc,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,0-2 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Realme,12499,Android,Snapdragon_680,4.0,64.0,5000.0,Yes,6.6,90.0,50.0,3.0,16.0,1.0,Yes,33,Yes,No,No,No,No,8.0,2.4,1080.0,2412.0,Punch Hole,11.0,75.0,Realme,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OPPO,12499,Android,Helio_35,4.0,64.0,5000.0,Yes,6.56,60.0,50.0,2.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1612.0,Water Drop Notch,12.0,72.0,OPPO,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
iQOO,59999,Android,Snapdragon_8 Gen2,8.0,256.0,5000.0,Yes,6.78,144.0,50.0,3.0,16.0,1.0,Yes,120,Yes,Yes,No,Yes,No,8.0,3.2,1440.0,3200.0,Punch Hole,12.0,88.0,Other,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Vivo,106990,Android,Snapdragon_8 Gen1,12.0,256.0,4600.0,Yes,8.03,120.0,50.0,1.0,16.0,1.0,Yes,66,Yes,Yes,No,Yes,No,8.0,2.4,1916.0,2160.0,No Notch,12.0,80.0,Vivo,snapdragon,Luxury,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,1440-2460 Width,1480-2160 Height,70-80 rating
Vivo,15990,Android,Snapdragon_695,4.0,128.0,5000.0,Yes,6.58,120.0,50.0,3.0,16.0,1.0,Yes,18,Yes,Yes,No,No,No,8.0,2.2,1080.0,2408.0,Water Drop Notch,12.0,78.0,Vivo,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Apple,119990,iOS,Bionic_16,6.0,128.0,3200.0,Yes,6.1,120.0,48.0,3.0,12.0,1.0,No,0,Yes,Yes,No,Yes,No,6.0,2.4,1179.0,2556.0,No Notch,16.0,75.0,Apple,bionic,Luxury,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,70-80 rating
Xiaomi,19999,Android,Snapdragon_778,6.0,128.0,5200.0,Yes,6.67,120.0,108.0,1.0,32.0,1.0,Yes,33,Yes,Yes,No,No,Yes,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,83.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Motorola,23990,Android,Snapdragon_888,8.0,128.0,4400.0,Yes,6.55,144.0,50.0,3.0,32.0,1.0,Yes,68,Yes,Yes,No,No,No,8.0,2.9,1080.0,2460.0,Punch Hole,12.0,83.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme,12999,Android,Dimensity_810,8.0,128.0,5000.0,Yes,6.6,90.0,50.0,2.0,8.0,1.0,Yes,33,Yes,Yes,No,No,No,8.0,2.4,1080.0,2408.0,Punch Hole,12.0,80.0,Realme,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OPPO,19990,Android,Dimensity_800,8.0,128.0,4310.0,Yes,6.43,60.0,48.0,1.0,16.0,1.0,Yes,50,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,82.0,OPPO,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,58990,Android,Snapdragon_8 Gen2,8.0,128.0,4820.0,Yes,6.73,120.0,3.0,3.0,32.0,1.0,No,120,Yes,Yes,No,Yes,Yes,8.0,3.2,1440.0,3200.0,Punch Hole,13.0,80.0,Xiaomi,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,2-5 mp,16-40 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,70-80 rating
Vivo,43999,Android,Dimensity_9000,12.0,256.0,5000.0,Yes,6.73,144.0,108.0,3.0,32.0,1.0,Yes,120,Yes,Yes,No,No,No,8.0,3.2,1080.0,2400.0,Punch Hole,12.0,87.0,Vivo,dimensity,Premium,8-18 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,60-200 mp,16-40 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,49999,Android,Snapdragon_8 Gen1,8.0,128.0,3700.0,Yes,6.1,120.0,50.0,3.0,10.0,1.0,Yes,25,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2340.0,Punch Hole,12.0,86.0,Samsung,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Vivo,15999,Android,Snapdragon_680,6.0,128.0,5000.0,Yes,6.44,60.0,50.0,3.0,16.0,1.0,Yes,44,Yes,No,No,No,No,8.0,2.4,1080.0,2408.0,Water Drop Notch,12.0,79.0,Vivo,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OnePlus,36999,Android,Dimensity_8100,12.0,256.0,5000.0,Yes,6.7,120.0,50.0,3.0,16.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,2.85,1080.0,2412.0,Punch Hole,12.0,87.0,Other,dimensity,Premium,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Tecno,39999,Android,Dimensity_9000,8.0,256.0,5160.0,Yes,6.8,120.0,64.0,3.0,32.0,1.0,Yes,45,Yes,Yes,No,Yes,No,8.0,3.05,1080.0,2400.0,Punch Hole,12.0,85.0,Other,dimensity,Premium,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Apple,51999,iOS,Bionic_14,4.0,64.0,5000.0,Yes,6.58,90.0,50.0,1.0,16.0,1.0,Yes,0,Yes,Yes,No,Yes,No,6.0,3.1,1080.0,2400.0,Unknown,12.0,74.0,Apple,bionic,Flagship,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,22999,Android,Dimensity_8100,6.0,128.0,5080.0,Yes,6.6,144.0,64.0,3.0,16.0,1.0,Yes,67,Yes,Yes,No,No,Yes,8.0,2.85,1080.0,2460.0,Punch Hole,12.0,82.0,Xiaomi,dimensity,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,31999,Android,Exynos_1280,6.0,128.0,5000.0,Yes,6.5,120.0,64.0,1.0,32.0,1.0,Yes,25,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,87.0,Samsung,exynos,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,6171,Android,Helio_22,2.0,32.0,5000.0,Yes,6.52,60.0,8.0,1.0,5.0,1.0,Yes,10,Yes,No,No,No,No,4.0,2.4,720.0,1600.0,Water Drop Notch,12.0,80.0,Xiaomi,helio,Budget,1-4 GB,1-32 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
OPPO,29340,Android,Dimensity_1300,8.0,128.0,4500.0,Yes,6.43,90.0,50.0,3.0,32.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,83.0,OPPO,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,25289,Android,Dimensity_900,8.0,128.0,5000.0,Yes,6.7,120.0,108.0,1.0,32.0,1.0,Yes,25,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,87.0,Samsung,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
iQOO,21788,Android,Snapdragon_778,6.0,128.0,4700.0,Yes,6.44,90.0,64.0,3.0,16.0,1.0,No,66,Yes,Yes,No,No,No,8.0,2.4,1080.0,2404.0,Water Drop Notch,12.0,78.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Tesla,69999,Android,Other_Unknown,16.0,512.0,5000.0,Yes,6.73,165.0,50.0,3.0,32.0,1.0,No,120,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2448.0,No Notch,13.0,83.0,Other,Other,Flagship,8-18 GB,256-1024 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,70990,Android,Snapdragon_8 Gen2,8.0,128.0,3900.0,Yes,6.1,120.0,50.0,3.0,12.0,1.0,Yes,25,Yes,Yes,Yes,Yes,No,8.0,3.2,1080.0,2340.0,Punch Hole,12.0,88.0,Samsung,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Motorola Edge,34999,Android,Snapdragon_8 Gen1,8.0,128.0,4800.0,Yes,6.7,144.0,50.0,3.0,60.0,1.0,Yes,68,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,89.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,40-60 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OnePlus,33900,Android,Dimensity_1300,12.0,256.0,4500.0,Yes,6.43,90.0,50.0,3.0,32.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,85.0,Other,dimensity,Premium,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
